countryID,countryName,pollutantID,year,population,concentration,e11A,e11B,e11C,e11A1a,e1A1b,e1A1c,e1A2a,e1A2b,e1A2c,e1A2d,e1A2e,e1A2f,e1A2gvii,e1A2gviii,e1A3ai_i,e1A3ai_ii,e1A3aii_i,e1A3aii_ii,e1A3bi,e1A3bii,e1A3biii,e1A3biv,e1A3bv,e1A3bvi,e1A3bvii,e1A3c,e1A3di_i,e1A3di_ii,e1A3dii,e1A3ei,e1A3eii,e1A4ai,e1A4aii,e1A4bi,e1A4bii,e1A4ci,e1A4cii,e1A4ciii,e1A5a,e1A5b,e1A5c,e1B1a,e1B1b,e1B1c,e1B2ai,e1B2aiv,e1B2av,e1B2b,e1B2c,e1B2d,e2A1,e2A2,32A3,e2A5a,e2A5b,e2A5c,e2A6,e2B1,e2B2,e2B3,e2B5,e2B6,e2B7,e2B10a,e2B10b,e2C1,e2C2,e2C3,e2C4,e2C5,e2C6,e2C7a,e2C7b,e2C7c,e2C7d,e2D3a,e2D3b,e2D3c,e2D3d,e2D3e,e2D3f,e2D3g,e2D3h,e2D3i,e2G,e2H1,e2H2,e2H3,e2I,e2K,e2L,e3B1a,e3B1b,e3B2,e3B3,e3B4a,e3B4d,e3B4e,e3B4f,e3B4gi,e3B4gii,e3B4giii,e3B4giv,e3B4h,e3Da1,e3Da2a,e3Da2b,e3Da2c,e3Da3,e3Da4,e3Db,e3Dc,e3Dd,e3De,e3Df,e3F,e3I,e5A,e5B1,e5B2,e5C1a,e5C1bi,e5C1bii,e5C1biii,e5C1biv,e5C1bv,e5C1bvi,e5C2,e5D1,e5D2,e5D3,e5E,e6A,e6B
CZ,"Czech Republic",PM10,2013,10512419,50.830465,NULL,NULL,NULL,2.66351701,0.00590174,0.08638997,0.31251539,0.00059570,0.17021389,0.13663396,0.09240306,0.40537385,0.08552600,0.34609632,0.00383600,0.04684300,0.00000627,0.00007650,0.84412200,NULL,1.28936300,0.02737800,NULL,1.16665800,0.68252000,0.22270000,NULL,NULL,0.00524000,NULL,NULL,0.25042336,0.01216800,14.37366780,0.01175700,0.05740002,1.45375700,NULL,NULL,0.03823600,NULL,2.05711800,0.15280579,0.01948605,NULL,NULL,NULL,NULL,0.00032280,NULL,0.02541343,0.01786292,0.00150961,1.28081060,0.39858515,NULL,0.05035829,NULL,0.00006715,NULL,NULL,0.01402980,NULL,0.04953191,NULL,0.87082625,0.00002890,0.02297290,0.00098175,0.00340893,NULL,0.00230513,NULL,0.07986966,NULL,NULL,NULL,0.00068495,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00887735,0.12768875,NULL,0.10374423,NULL,0.07295114,0.34771212,0.17241120,0.01226097,0.65495479,NULL,0.00133674,0.00754182,NULL,0.88966959,1.03898020,0.22881352,0.04276152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.49900412,NULL,NULL,NULL,NULL,NULL,0.00762912,NULL,0.00002940,0.00397040,0.00170985,NULL,0.00019490,0.00000255,0.00446095,NULL,NULL,0.00006941,NULL,NULL,0.00137217,NULL,NULL
CZ,"Czech Republic",PM2.5,2004,10220577,23.452308,NULL,NULL,NULL,2.60601537,0.01492143,0.24656342,0.76679911,0.00050954,0.28263019,0.11259244,0.10471583,0.62657071,0.10847200,0.38544300,0.00424800,0.04684300,0.00001140,0.00007650,1.27018900,NULL,4.54729000,0.02928700,NULL,0.56865400,0.34155200,0.23842000,NULL,NULL,0.01572000,0.00007352,NULL,0.52522241,0.00834400,17.48224237,0.00783800,0.08601025,1.44967600,NULL,NULL,0.03997400,NULL,0.30986500,0.35013677,0.00213954,NULL,NULL,NULL,NULL,0.00003710,NULL,0.06257176,0.02641638,0.01017952,0.47997344,NULL,NULL,0.01198668,NULL,0.00003150,NULL,NULL,0.00772156,NULL,0.06472895,NULL,1.18349563,0.00003131,0.05596365,0.00060960,0.00101718,NULL,0.00231066,NULL,0.21150469,NULL,NULL,NULL,0.00059532,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00107969,0.06635385,NULL,0.15862461,NULL,0.05482856,0.23488367,0.12033284,0.00193473,0.23376466,NULL,0.00013380,0.00285194,NULL,0.15034560,0.16046688,0.05861926,0.00611411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.44219376,NULL,NULL,NULL,NULL,NULL,0.00119995,NULL,NULL,0.00471138,0.00137024,NULL,0.00165515,0.00007674,0.00224560,NULL,NULL,0.00117940,NULL,NULL,0.00006335,NULL,NULL
CZ,"Czech Republic",PM2.5,2005,NULL,25.941765,NULL,NULL,NULL,2.49032164,0.01928507,0.22669027,0.45863255,0.00053431,0.28598195,0.12385271,0.08548515,0.63459315,0.10430000,0.38186846,0.00441500,0.04684300,0.00001200,0.00007650,1.34288800,NULL,4.47996300,0.02931800,NULL,0.61751200,0.37157200,0.24104000,NULL,NULL,0.01310000,0.00587859,NULL,0.51950219,0.01043000,16.48220938,0.00979800,0.06864335,1.43567600,NULL,NULL,0.03997400,NULL,0.31013000,0.29192455,0.00242817,NULL,NULL,NULL,NULL,0.00006718,NULL,0.05736508,0.03478125,0.00271839,0.50203468,0.04714816,NULL,0.00639589,NULL,0.00025000,NULL,NULL,0.00346098,NULL,0.07916958,NULL,0.91766458,0.00000474,0.04869471,0.00002047,0.00046387,NULL,0.00522315,NULL,0.34632175,NULL,NULL,NULL,0.00130266,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00076452,0.08728456,NULL,0.17792712,NULL,0.06199023,0.23522684,0.11546448,0.00234129,0.21230230,NULL,0.00021080,0.00287854,NULL,0.13973020,0.16225478,0.05711475,0.00938351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.43746738,NULL,NULL,NULL,NULL,NULL,0.00122809,NULL,NULL,0.00439884,0.00119860,NULL,0.00021985,NULL,0.00250180,NULL,NULL,0.00101643,NULL,NULL,0.00004795,NULL,NULL
CZ,"Czech Republic",PM2.5,2006,NULL,25.231111,NULL,NULL,NULL,2.34979506,0.02636836,0.25493853,0.46184764,0.00184207,0.25792969,0.09956794,0.07176268,0.60918793,0.09804200,0.43021415,0.00452300,0.04684300,0.00001480,0.00007650,1.32906400,NULL,4.06195800,0.02938800,NULL,0.63294400,0.38038900,0.25152000,NULL,NULL,0.01572000,0.00167675,NULL,0.39373622,0.01043000,15.14941018,0.00979800,0.03883899,1.38167600,NULL,NULL,0.03476000,NULL,0.31222000,0.45524631,0.00727140,0.00000400,NULL,NULL,NULL,0.00029295,NULL,0.07462517,0.02245778,0.00528972,1.12338757,0.04133748,NULL,0.00690869,0.00000770,0.00002800,NULL,NULL,0.00349700,NULL,0.10774822,NULL,0.81403419,0.00002052,0.05260178,0.00007797,0.00089676,NULL,0.00970071,NULL,0.24819378,NULL,NULL,NULL,0.00060453,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00166579,0.08337419,NULL,0.13507800,NULL,0.09303068,0.23112643,0.11340988,0.00247848,0.21048546,NULL,0.00024051,0.00320362,NULL,0.14928806,0.16449730,0.03191769,0.01040889,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42632159,NULL,NULL,NULL,NULL,NULL,0.00128844,NULL,NULL,0.00308028,0.00117908,NULL,0.00012677,NULL,0.00232610,NULL,NULL,0.00017091,NULL,NULL,0.00004900,NULL,NULL
CZ,"Czech Republic",PM2.5,2007,10381130,18.682941,NULL,NULL,NULL,2.05144480,0.02087253,0.18114374,0.80040698,0.00076075,0.28053721,0.07394734,0.05381783,0.56845312,0.10430000,0.36682007,0.00474600,0.04684300,0.00001470,0.00007650,1.38897100,NULL,3.83341400,0.03141500,NULL,0.66756400,0.40002700,0.24890000,NULL,NULL,0.01310000,0.00120363,NULL,0.35216599,0.01912000,13.91968821,0.01175700,0.03759772,1.36867600,NULL,NULL,0.04518800,NULL,0.31094500,0.39469657,0.00338751,0.00000200,NULL,NULL,NULL,0.00032130,NULL,0.06140405,0.02710942,0.00124901,0.66293065,0.06152153,NULL,0.00722243,0.00000035,0.00002450,NULL,NULL,0.00204855,NULL,0.11080935,NULL,0.85481057,0.00000164,0.03839881,0.00003695,0.00172245,NULL,0.00505689,NULL,0.18308653,NULL,NULL,NULL,0.00069800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00221358,0.03862616,NULL,0.12737054,NULL,0.08720849,0.23152126,0.11557518,0.00282080,0.20998056,NULL,0.00027091,0.00336126,NULL,0.14893245,0.15411443,0.03964030,0.00869603,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.43063723,NULL,NULL,NULL,NULL,NULL,0.00132542,NULL,NULL,0.00127352,0.00078088,NULL,0.00025193,0.00000428,0.00267120,NULL,NULL,0.00005285,NULL,NULL,0.00028654,NULL,NULL
CZ,"Czech Republic",PM2.5,2008,10467542,18.619412,NULL,NULL,NULL,1.94944722,0.02468710,0.10698647,0.53628177,0.00036389,0.26209858,0.07569720,0.07828618,0.53176976,0.10847200,0.34880259,0.00502900,0.04684300,0.00000981,0.00007650,1.32574400,NULL,3.28565600,0.03187900,NULL,0.67199200,0.40129300,0.27510000,NULL,NULL,0.01048000,0.00152215,NULL,0.25569819,0.01946800,14.27953821,0.01175700,0.04849877,1.41271700,NULL,NULL,0.04866400,NULL,0.30100000,0.18432173,0.00237558,NULL,NULL,NULL,NULL,0.00004375,NULL,0.06296899,0.01695652,0.00204672,0.79405229,0.05800299,NULL,0.00707493,0.00000035,0.00002555,NULL,NULL,NULL,NULL,0.06709401,NULL,0.59471969,0.00000240,0.03381624,NULL,0.00043743,NULL,0.00772725,NULL,0.24646662,NULL,NULL,NULL,0.00000820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00124880,0.05308440,NULL,0.12740001,NULL,0.06606718,0.23316495,0.11657632,0.00306642,0.17852832,NULL,0.00027767,0.00381836,NULL,0.14851914,0.17683049,0.04876144,0.01049169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42364516,NULL,NULL,NULL,NULL,NULL,0.00136971,NULL,NULL,0.00179410,0.00115870,NULL,0.00019085,NULL,0.00257600,NULL,NULL,0.00033985,NULL,NULL,0.00038175,NULL,NULL
CZ,"Czech Republic",PM2.5,2009,10506813,19.403529,NULL,NULL,NULL,1.89318895,0.02313151,0.11267685,0.45713802,0.00030977,0.17700058,0.10648951,0.09553886,0.41749882,0.10012800,0.31948288,0.00459300,0.04684300,0.00001440,0.00007650,1.19851500,NULL,2.65786000,0.03227600,NULL,0.66352400,0.39492200,0.24890000,NULL,NULL,0.01310000,0.00153435,NULL,0.25063429,0.01529600,13.79274205,0.01175700,0.05907923,1.39675700,NULL,NULL,0.05214000,NULL,0.28208500,0.33773563,0.00243135,NULL,NULL,0.00000245,NULL,0.00021105,NULL,0.04743357,0.02191137,0.00241357,0.38140123,0.05858331,NULL,0.00389404,0.00000035,0.00003045,NULL,NULL,0.00308795,NULL,0.05569130,NULL,0.51916393,NULL,0.05217927,NULL,0.00708940,NULL,0.00253829,NULL,0.14295160,NULL,NULL,NULL,0.00026135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00250180,0.04105585,NULL,0.09450125,NULL,0.05692204,0.22951923,0.11279612,0.00305750,0.14476372,NULL,0.00027846,0.00392420,NULL,0.15218978,0.16983418,0.03343725,0.01072888,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42334919,NULL,NULL,NULL,NULL,NULL,0.00136240,NULL,NULL,0.00130260,0.00067740,NULL,0.00025960,0.00001020,0.00303065,NULL,NULL,0.00000735,NULL,NULL,0.00041785,NULL,NULL
CZ,"Czech Republic",PM2.5,2010,10532770,22.491250,NULL,NULL,NULL,2.01710947,0.01842524,0.11744786,0.52680711,0.00073474,0.23905093,0.10110834,0.08744767,0.40764948,0.09595600,0.29636609,0.00430400,0.04684300,0.00001150,0.00007650,1.03427300,NULL,2.01871500,0.03012600,NULL,0.63183500,0.37555800,0.24104000,NULL,NULL,0.01048000,0.00003300,NULL,0.21627478,0.01147200,15.59619936,0.01175700,0.04735725,1.38375700,NULL,NULL,0.04171200,NULL,0.27604500,0.33705614,0.00855952,NULL,NULL,NULL,NULL,0.00025235,NULL,0.03156885,0.01005690,0.01367142,0.65835684,0.05429239,NULL,0.01731259,0.00000035,0.00002800,NULL,NULL,0.00175165,NULL,0.04171675,NULL,0.66808500,0.00000120,0.03839457,0.00001080,0.00080542,NULL,0.00166743,NULL,0.15290434,NULL,NULL,NULL,0.00076350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00342050,0.05418989,NULL,0.06906471,NULL,0.06731516,0.22601045,0.11156186,0.00328845,0.14073092,NULL,0.00036254,0.00418418,NULL,0.14726024,0.15875335,0.02632553,0.00859721,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.41222629,NULL,NULL,NULL,NULL,NULL,0.00134390,NULL,0.00004470,0.00167580,0.00076380,NULL,0.00016480,NULL,0.00324670,NULL,NULL,0.00000210,NULL,NULL,0.00074895,NULL,NULL
CZ,"Czech Republic",PM2.5,2011,10505445,21.305000,NULL,NULL,NULL,2.09820887,0.02166752,0.06195265,0.37105250,0.00071477,0.12834394,0.08223167,0.08744627,0.32009869,0.09804200,0.27965344,0.00426700,0.04684300,0.00000692,0.00007650,0.96224000,NULL,1.70091200,0.02975900,NULL,0.63651300,0.37783800,0.23580000,NULL,NULL,0.00786000,0.00003400,NULL,0.19448583,0.01738200,12.91851011,0.01175700,0.03950976,1.44275700,NULL,NULL,0.03997400,NULL,0.28952000,0.23317956,0.01016005,NULL,NULL,NULL,NULL,0.00032025,NULL,0.03033420,0.01204080,0.00684880,0.57852956,0.04325566,NULL,0.00532016,0.00000035,0.00002520,NULL,NULL,0.00453585,NULL,0.03946950,NULL,0.53851622,0.00000180,0.03582139,0.00002340,0.00132702,NULL,0.00306188,NULL,0.16001734,NULL,NULL,NULL,0.00000470,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00437560,0.04181993,NULL,0.07364507,NULL,0.05704565,0.22612976,0.11109260,0.00349117,0.12911866,NULL,0.00038849,0.00434952,NULL,0.14547659,0.12827025,0.02557163,0.00633230,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.41193155,NULL,NULL,NULL,NULL,NULL,0.00147124,NULL,0.00004340,0.00237540,0.00100320,NULL,0.00012780,NULL,0.00343865,NULL,NULL,0.00000280,NULL,NULL,0.00079240,NULL,NULL
CZ,"Czech Republic",PM2.5,2012,10516125,19.550000,NULL,NULL,NULL,1.98578059,0.00748696,0.07430025,0.24210621,0.00056917,0.11862423,0.07959955,0.07631458,0.26711693,0.08969800,0.26321170,0.00397600,0.04684300,0.00000551,0.00007650,0.89216600,NULL,1.44555600,0.02854700,NULL,0.62579200,0.37090600,0.22794000,NULL,NULL,0.01310000,0.00024900,NULL,0.18526423,0.01564400,13.85834404,0.01175700,0.04154275,1.45575700,NULL,NULL,0.03649800,NULL,0.27486500,0.11800552,0.00997270,NULL,NULL,NULL,NULL,0.00021770,NULL,0.02089245,0.01025559,0.00787740,0.57645033,0.04494190,NULL,0.00394137,0.00000035,0.00002835,NULL,NULL,0.00302710,NULL,0.04721513,NULL,0.53844370,0.00000240,0.02008977,0.00012300,0.00096507,NULL,0.00265017,NULL,0.10826678,NULL,NULL,NULL,0.00059185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00690110,0.03890993,NULL,0.06396040,NULL,0.06154066,0.22600225,0.11253960,0.00369093,0.11646128,NULL,0.00039445,0.00464450,NULL,0.12872829,0.13059227,0.02241750,0.00542497,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.40706077,NULL,NULL,NULL,NULL,NULL,0.00144881,NULL,0.00000520,0.00308100,0.00071220,NULL,0.00013590,NULL,0.00356495,NULL,NULL,0.00003430,NULL,NULL,0.00070760,NULL,NULL
CZ,"Czech Republic",PM2.5,2013,10512419,20.844800,NULL,NULL,NULL,1.86991319,0.00589331,0.05871085,0.20476030,0.00048095,0.12460824,0.08966841,0.06111557,0.27783325,0.08552600,0.22894209,0.00383600,0.04684300,0.00000627,0.00007650,0.84412200,NULL,1.28936300,0.02737800,NULL,0.62239000,0.36872000,0.22270000,NULL,NULL,0.00524000,NULL,NULL,0.17565909,0.01216800,14.12325094,0.01175700,0.04874137,1.45375700,NULL,NULL,0.03823600,NULL,0.24489500,0.10105429,0.01439190,NULL,NULL,NULL,NULL,0.00018830,NULL,0.01734985,0.01157364,0.00097726,0.68222547,0.03983257,NULL,0.03295778,NULL,0.00004740,NULL,NULL,0.00965040,NULL,0.03063646,NULL,0.60188903,0.00002040,0.01794912,0.00069300,0.00241978,NULL,0.00150924,NULL,0.05150368,NULL,NULL,NULL,0.00039945,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.00573710,0.07521525,NULL,0.06240118,NULL,0.04828021,0.22628884,0.11228436,0.00368270,0.11516500,NULL,0.00040150,0.00479934,NULL,0.17195295,0.13551916,0.03080182,0.00602475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.40360212,NULL,NULL,NULL,NULL,NULL,0.00101722,NULL,0.00001715,0.00258865,0.00120190,NULL,0.00013685,0.00000180,0.00262660,NULL,NULL,0.00003216,NULL,NULL,0.00080867,NULL,NULL
DE,Germany,BaP,2006,82437995,0.698824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DE,Germany,BaP,2007,82314906,0.470000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DE,Germany,BaP,2008,82217837,0.429643,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DE,Germany,BaP,2009,82002356,0.502787,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DE,Germany,BaP,2010,81802257,0.629455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DE,Germany,BaP,2011,81751602,0.430606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DE,Germany,BaP,2012,80327900,0.406212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DE,Germany,BaP,2013,80523746,0.336379,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DE,Germany,NO2,1984,NULL,51.351429,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
